alcohol,density,chlorides,total sulfur dioxide,volatile acidity,residual sugar,quality,tipo_calidad
9.0,0.9998,0.054,135.0,0.3,16.85,6,Mediana
9.0,0.9998,0.054,135.0,0.3,16.85,6,Mediana
9.0,0.9998,0.054,135.0,0.3,16.85,6,Mediana
10.2,0.9946,0.043,151.0,0.25,7.4,7,Buena
10.4,0.9928,0.057,73.0,0.23,0.9,6,Mediana
10.4,0.9946,0.03,129.0,0.24,6.3,5,Mediana
9.5,0.9927,0.039,82.0,0.45,0.8,5,Mediana
10.6,0.9938,0.044,113.0,0.23,1.4,6,Mediana
11.0,0.9918,0.037,74.0,0.2,1.0,5,Mediana
9.9,0.9966,0.062,115.0,0.25,4.5,6,Mediana
12.8,0.9913,0.036,119.0,0.21,1.9,6,Mediana
11.4,0.9931,0.045,101.0,0.22,2.0,5,Mediana
10.0,0.9986,0.036,214.0,0.26,12.7,6,Mediana
9.1,0.9965,0.042,173.0,0.25,8.6,5,Mediana
9.4,0.9984,0.039,198.0,0.32,11.1,7,Buena
10.2,0.9952,0.042,189.0,0.25,2.0,6,Mediana
9.4,0.9949,0.044,109.0,0.2,4.5,5,Mediana
10.1,0.996,0.029,125.0,0.42,9.1,6,Mediana
11.4,0.9931,0.045,101.0,0.22,2.0,5,Mediana
10.6,0.992,0.025,134.0,0.26,2.2,6,Mediana
12.8,0.9912,0.033,138.0,0.46,4.1,7,Buena
9.3,0.9938,0.048,184.0,0.32,1.2,5,Mediana
9.9,0.9932,0.037,143.0,0.21,1.4,6,Mediana
9.6,0.9944,0.068,55.0,0.26,1.6,5,Mediana
12.8,0.9913,0.036,119.0,0.21,1.9,6,Mediana
10.7,0.9948,0.024,135.0,0.25,5.2,7,Buena
9.1,0.9998,0.042,129.5,0.22,14.75,7,Buena
9.6,0.9964,0.025,216.0,0.37,8.3,6,Mediana
9.2,0.9992,0.038,141.0,0.22,14.2,6,Mediana
10.7,0.9948,0.024,135.0,0.25,5.2,7,Buena
9.1,0.9998,0.042,129.5,0.22,14.75,7,Buena
10.7,0.9939,0.02,93.0,0.25,6.9,7,Buena
10.8,0.992,0.027,93.0,0.18,1.5,6,Mediana
10.8,0.9922,0.028,75.0,0.17,1.5,7,Buena
9.0,0.9955,0.046,192.0,0.3,7.8,5,Mediana
10.7,0.9917,0.049,97.0,0.33,1.5,6,Mediana
10.7,0.9917,0.049,97.0,0.33,1.5,6,Mediana
8.8,0.9986,0.037,171.0,0.26,15.55,6,Mediana
9.0,0.9955,0.046,192.0,0.3,7.8,5,Mediana
11.5,0.9917,0.031,134.0,0.21,1.7,6,Mediana
12.5,0.9907,0.03,125.0,0.23,1.5,6,Mediana
9.7,0.9958,0.064,188.0,0.27,6.7,5,Mediana
11.3,0.993,0.04,155.0,0.32,1.6,6,Mediana
10.7,0.9917,0.049,97.0,0.33,1.5,6,Mediana
10.6,0.9959,0.045,169.0,0.28,7.1,5,Mediana
11.0,0.992,0.044,217.5,0.23,1.15,6,Mediana
12.5,0.992,0.034,127.0,0.4,6.0,7,Buena
10.0,0.994,0.038,115.0,0.28,1.2,6,Mediana
10.6,0.9959,0.045,169.0,0.28,7.1,5,Mediana
12.3,0.9908,0.033,102.0,0.23,2.3,7,Buena
12.7,0.9902,0.023,87.0,0.32,3.4,6,Mediana
12.3,0.9908,0.033,102.0,0.23,2.3,7,Buena
10.5,0.9943,0.039,110.0,0.18,6.5,5,Mediana
8.7,0.9986,0.043,238.0,0.29,13.0,6,Mediana
12.4,0.992,0.03,114.0,0.41,4.5,7,Buena
12.6,0.992,0.033,93.0,0.44,5.85,7,Buena
11.0,0.9943,0.037,131.0,0.39,5.2,6,Mediana
10.1,0.9937,0.043,155.0,0.26,1.3,6,Mediana
10.5,0.993,0.036,195.0,0.32,1.7,5,Mediana
12.7,0.9902,0.023,87.0,0.32,3.4,6,Mediana
10.9,0.9928,0.024,116.0,0.24,3.6,5,Mediana
13.5,0.9896,0.041,128.0,0.44,2.7,7,Buena
9.2,0.9954,0.041,178.0,0.14,1.8,6,Mediana
10.6,0.9938,0.036,187.0,0.18,2.1,7,Buena
13.3,0.9918,0.033,141.0,0.43,6.6,7,Buena
13.5,0.9896,0.041,128.0,0.44,2.7,7,Buena
10.1,0.9944,0.037,131.0,0.26,5.1,5,Mediana
10.6,0.9953,0.055,167.0,0.2,5.2,7,Buena
11.3,0.992,0.046,80.0,0.21,1.1,6,Mediana
10.8,0.9925,0.045,73.0,0.18,1.1,7,Buena
9.3,0.9927,0.049,150.0,0.245,1.1,5,Mediana
9.3,0.9927,0.047,152.0,0.245,1.1,6,Mediana
12.2,0.9911,0.037,165.0,0.25,1.8,7,Buena
9.0,0.9955,0.034,212.0,0.29,6.8,6,Mediana
9.3,0.9951,0.036,245.0,0.21,6.8,6,Mediana
9.2,0.9952,0.037,236.0,0.23,7.1,6,Mediana
9.9,0.9938,0.036,73.0,0.14,1.2,5,Mediana
11.1,0.9963,0.059,174.0,0.31,7.4,7,Buena
8.6,1.0003,0.044,163.0,0.22,14.6,7,Buena
9.4,0.9966,0.04,145.0,0.31,10.5,5,Mediana
9.4,0.9993,0.048,190.0,0.35,13.8,6,Mediana
8.6,1.0003,0.044,163.0,0.22,14.6,7,Buena
9.4,0.9993,0.048,190.0,0.35,13.8,6,Mediana
9.2,0.9938,0.064,132.0,0.22,1.5,6,Mediana
8.6,1.0003,0.044,163.0,0.22,14.6,7,Buena
9.4,0.9966,0.04,145.0,0.31,10.5,5,Mediana
10.5,0.9928,0.025,153.0,0.27,1.9,6,Mediana
12.1,0.9911,0.028,168.0,0.27,1.8,7,Buena
12.1,0.9911,0.028,168.0,0.27,1.8,7,Buena
11.4,0.9912,0.05,147.0,0.16,1.8,7,Buena
12.9,0.9907,0.032,110.0,0.21,1.6,7,Buena
12.8,0.9902,0.029,109.0,0.32,1.4,7,Buena
11.2,0.992,0.034,78.0,0.16,1.6,6,Mediana
9.7,0.994,0.033,98.0,0.16,1.5,6,Mediana
9.7,0.9966,0.038,191.0,0.23,9.2,6,Mediana
10.3,0.993,0.037,79.0,0.17,1.1,6,Mediana
9.7,0.9966,0.038,191.0,0.23,9.2,6,Mediana
10.9,0.9942,0.045,131.0,0.38,5.0,6,Mediana
12.6,0.9925,0.045,122.0,0.42,6.8,7,Buena
12.4,0.9925,0.04,163.0,0.34,5.2,6,Mediana
11.5,0.9928,0.042,166.0,0.23,4.75,5,Mediana
11.4,0.9939,0.032,176.0,0.2,7.7,5,Mediana
9.6,0.9958,0.067,212.0,0.19,6.4,6,Mediana
10.3,0.9952,0.035,163.0,0.2,8.1,6,Mediana
10.7,0.9948,0.05,114.0,0.14,1.8,7,Buena
10.7,0.9927,0.039,116.0,0.23,3.75,6,Mediana
9.3,0.9953,0.04,169.0,0.31,6.2,6,Mediana
10.0,0.997,0.044,162.0,0.2,9.7,6,Mediana
11.2,0.9932,0.026,190.0,0.255,2.0,6,Mediana
10.8,0.9927,0.039,177.0,0.15,1.4,5,Mediana
10.3,0.9932,0.044,96.0,0.15,1.1,6,Mediana
8.8,0.9955,0.038,234.0,0.25,6.6,5,Mediana
12.8,0.9914,0.044,114.0,0.19,1.5,6,Mediana
13.2,0.991,0.028,114.0,0.43,4.6,6,Mediana
10.1,0.992,0.037,152.0,0.31,0.9,6,Mediana
10.8,0.9927,0.043,182.0,0.16,1.3,6,Mediana
12.8,0.9911,0.04,114.0,0.32,2.3,7,Buena
10.5,0.9928,0.047,167.0,0.26,1.5,6,Mediana
11.7,0.9902,0.028,81.0,0.37,1.2,6,Mediana
9.5,0.994,0.052,104.0,0.19,2.1,5,Mediana
9.5,0.994,0.05,108.0,0.21,2.2,5,Mediana
8.8,0.9972,0.058,110.0,0.15,8.8,6,Mediana
10.0,0.9956,0.048,251.0,0.18,6.4,5,Mediana
10.0,0.9956,0.048,251.0,0.18,6.4,5,Mediana
10.0,0.9922,0.04,121.0,0.16,0.8,6,Mediana
9.8,0.9984,0.059,181.0,0.25,12.4,6,Mediana
12.2,0.9928,0.039,163.0,0.46,6.2,7,Buena
11.9,0.9936,0.039,162.0,0.35,6.3,7,Buena
12.7,0.9906,0.027,130.0,0.37,3.9,7,Buena
10.0,0.9956,0.048,251.0,0.18,6.4,5,Mediana
9.0,0.9955,0.04,179.0,0.13,1.8,5,Mediana
11.4,0.9907,0.04,143.0,0.19,1.1,5,Mediana
8.9,1.0,0.05,191.0,0.22,15.4,6,Mediana
9.3,0.9953,0.039,167.0,0.29,6.5,6,Mediana
10.8,0.9922,0.04,132.0,0.19,1.4,7,Buena
10.5,0.9951,0.044,158.0,0.12,5.7,6,Mediana
11.3,0.9906,0.04,115.0,0.25,1.4,7,Buena
9.5,0.994,0.051,96.0,0.32,1.4,4,Baja
11.4,0.9907,0.04,143.0,0.19,1.1,5,Mediana
10.1,0.9927,0.046,140.0,0.13,1.2,7,Buena
10.9,0.9914,0.037,95.0,0.14,0.9,6,Mediana
8.9,0.9958,0.058,115.0,0.27,3.8,5,Mediana
8.9,1.0,0.05,191.0,0.22,15.4,6,Mediana
10.4,0.9941,0.052,116.0,0.28,1.9,6,Mediana
12.0,0.9944,0.042,162.0,0.26,9.2,7,Buena
12.4,0.9902,0.032,121.0,0.23,2.7,7,Buena
11.2,0.9911,0.032,130.0,0.3,1.7,7,Buena
11.4,0.9929,0.047,134.0,0.27,1.7,6,Mediana
11.4,0.993,0.05,136.0,0.28,1.7,6,Mediana
11.1,0.9918,0.047,132.0,0.28,1.6,7,Buena
10.4,0.992,0.054,126.0,0.46,0.9,6,Mediana
12.0,0.9932,0.044,152.0,0.38,8.5,7,Buena
12.3,0.992,0.039,98.0,0.43,5.7,7,Buena
10.5,0.9923,0.046,102.0,0.36,1.3,6,Mediana
11.4,0.993,0.047,133.0,0.23,1.6,6,Mediana
13.4,0.99,0.034,85.0,0.42,2.8,6,Mediana
11.3,0.9918,0.044,143.0,0.18,1.2,7,Buena
10.0,0.9926,0.037,180.0,0.19,0.9,6,Mediana
10.1,0.995,0.034,123.0,0.19,7.4,6,Mediana
12.2,0.99,0.029,81.0,0.16,1.4,6,Mediana
13.4,0.99,0.034,85.0,0.42,2.8,6,Mediana
9.3,0.9946,0.042,101.0,0.135,4.6,6,Mediana
12.3,0.9898,0.039,98.0,0.19,1.6,7,Buena
11.3,0.9918,0.044,143.0,0.18,1.2,7,Buena
8.9,0.9986,0.05,200.0,0.25,13.1,7,Buena
8.9,0.9986,0.05,200.0,0.25,13.1,7,Buena
11.5,0.9928,0.035,83.0,0.2,5.7,6,Mediana
8.9,0.9986,0.05,200.0,0.25,13.1,7,Buena
10.2,0.9942,0.069,117.0,0.39,6.9,4,Baja
8.9,0.9986,0.05,200.0,0.25,13.1,7,Buena
10.6,0.9932,0.04,118.0,0.2,1.2,6,Mediana
11.6,0.9934,0.037,97.0,0.26,5.9,6,Mediana
11.5,0.9928,0.035,83.0,0.2,5.7,6,Mediana
10.8,0.9944,0.042,124.0,0.29,7.1,6,Mediana
11.3,0.9909,0.037,130.0,0.17,1.4,6,Mediana
10.0,0.9934,0.045,128.0,0.23,1.3,6,Mediana
11.6,0.9919,0.047,90.0,0.18,4.5,6,Mediana
9.1,0.9925,0.051,105.0,0.165,1.1,5,Mediana
10.8,0.9944,0.042,124.0,0.29,7.1,6,Mediana
11.4,0.991,0.052,128.0,0.22,0.9,6,Mediana
12.7,0.99,0.045,140.0,0.22,1.0,6,Mediana
11.3,0.9917,0.042,156.0,0.25,1.1,5,Mediana
10.4,0.9923,0.033,81.0,0.18,1.1,7,Buena
9.6,0.9928,0.051,87.0,0.22,1.5,5,Mediana
10.1,0.9923,0.048,119.0,0.39,1.0,4,Baja
9.6,0.9928,0.051,87.0,0.22,1.5,5,Mediana
12.1,0.9902,0.03,94.0,0.36,2.9,7,Buena
12.2,0.9893,0.031,99.0,0.29,1.2,6,Mediana
11.3,0.9917,0.042,156.0,0.25,1.1,5,Mediana
9.6,0.9982,0.053,94.0,0.23,14.2,5,Mediana
10.4,0.9923,0.033,81.0,0.18,1.1,7,Buena
9.5,0.9951,0.05,210.0,0.23,7.1,5,Mediana
8.9,0.9956,0.052,226.0,0.25,7.6,5,Mediana
10.5,0.9928,0.057,117.0,0.31,1.4,5,Mediana
9.4,0.9938,0.061,117.0,0.25,1.2,5,Mediana
12.2,0.9914,0.04,125.0,0.18,5.3,6,Mediana
11.3,0.9955,0.033,158.0,0.43,13.0,6,Mediana
12.2,0.9911,0.063,92.0,0.27,1.2,6,Mediana
11.2,0.9917,0.055,150.0,0.16,1.2,6,Mediana
11.2,0.9917,0.055,150.0,0.16,1.2,6,Mediana
11.5,0.9932,0.036,172.0,0.19,6.6,6,Mediana
11.3,0.9955,0.033,158.0,0.43,13.0,6,Mediana
9.3,0.9929,0.048,138.0,0.4,1.1,5,Mediana
11.3,0.9955,0.033,158.0,0.43,13.0,6,Mediana
9.2,1.0012,0.054,231.0,0.21,19.8,5,Mediana
12.2,0.9911,0.063,92.0,0.27,1.2,6,Mediana
10.6,0.9946,0.048,133.0,0.11,4.5,6,Mediana
10.8,0.9946,0.048,164.0,0.145,5.4,6,Mediana
11.2,0.9917,0.055,150.0,0.16,1.2,6,Mediana
11.0,0.9918,0.051,137.0,0.19,1.2,6,Mediana
11.5,0.9932,0.036,172.0,0.19,6.6,6,Mediana
12.3,0.9903,0.03,96.0,0.25,3.0,7,Buena
9.8,0.9928,0.046,60.0,0.24,1.6,5,Mediana
9.3,0.9929,0.048,138.0,0.4,1.1,5,Mediana
11.3,0.9955,0.033,158.0,0.43,13.0,6,Mediana
11.4,0.9911,0.052,48.0,0.21,1.35,5,Mediana
10.8,0.9938,0.038,128.0,0.2,5.9,6,Mediana
9.5,0.9942,0.057,85.0,0.25,3.6,4,Baja
10.2,0.9945,0.05,148.0,0.08,1.3,6,Mediana
11.5,0.9927,0.044,159.0,0.22,4.6,6,Mediana
10.7,0.9948,0.056,124.0,0.16,2.0,6,Mediana
10.2,0.9945,0.05,148.0,0.08,1.3,6,Mediana
10.1,0.9942,0.048,124.0,0.25,1.7,6,Mediana
9.5,0.9942,0.057,85.0,0.25,3.6,4,Baja
10.6,0.9918,0.034,126.0,0.28,1.5,6,Mediana
9.4,0.9932,0.033,51.0,0.15,0.9,6,Mediana
10.3,0.9918,0.03,117.0,0.185,1.1,6,Mediana
11.1,0.9918,0.031,97.0,0.2,1.3,5,Mediana
10.0,0.9964,0.046,188.0,0.3,9.4,5,Mediana
12.3,0.9938,0.03,197.0,0.29,9.6,7,Buena
12.1,0.99,0.044,126.0,0.27,1.2,7,Buena
12.5,0.9914,0.041,86.0,0.27,1.8,6,Mediana
11.0,0.994,0.03,132.0,0.19,9.3,7,Buena
10.1,0.9938,0.04,169.0,0.2,1.7,5,Mediana
9.2,0.9933,0.034,121.0,0.3,1.2,5,Mediana
12.6,0.9909,0.039,124.0,0.36,4.6,7,Buena
11.0,0.9954,0.051,205.0,0.2,8.1,6,Mediana
9.8,0.9991,0.06,170.0,0.21,14.5,6,Mediana
10.5,0.993,0.053,144.0,0.2,1.6,5,Mediana
10.0,0.9942,0.061,145.0,0.18,1.8,5,Mediana
11.0,0.9939,0.034,134.0,0.22,9.4,7,Buena
11.2,0.9937,0.031,161.0,0.22,9.9,6,Mediana
11.0,0.994,0.03,132.0,0.19,9.3,7,Buena
10.6,0.9951,0.037,154.0,0.22,9.6,6,Mediana
10.6,0.9952,0.038,163.0,0.24,9.3,6,Mediana
12.0,0.9935,0.035,95.0,0.23,7.8,6,Mediana
10.1,0.9938,0.04,169.0,0.2,1.7,5,Mediana
10.1,0.9939,0.038,167.0,0.2,1.7,6,Mediana
9.2,0.9933,0.034,121.0,0.3,1.2,5,Mediana
11.0,0.9927,0.041,164.0,0.21,1.4,5,Mediana
10.0,0.998,0.044,185.0,0.25,9.0,6,Mediana
8.7,0.9997,0.042,158.0,0.21,18.15,6,Mediana
11.0,0.9954,0.045,195.0,0.28,7.7,6,Mediana
11.1,0.992,0.037,156.0,0.27,1.1,6,Mediana
8.7,0.9997,0.042,158.0,0.21,18.15,6,Mediana
11.2,0.9943,0.037,174.0,0.3,8.1,7,Buena
11.1,0.9941,0.049,209.0,0.23,7.7,7,Buena
10.8,0.9936,0.028,107.0,0.26,5.0,6,Mediana
10.3,0.9932,0.031,122.0,0.15,1.5,6,Mediana
10.0,0.9936,0.04,148.0,0.28,1.0,6,Mediana
9.8,0.992,0.034,106.0,0.17,1.0,6,Mediana
10.8,0.9936,0.028,107.0,0.26,5.0,6,Mediana
10.6,0.9924,0.037,104.0,0.16,1.3,6,Mediana
10.6,0.9928,0.038,99.0,0.14,1.1,6,Mediana
10.6,0.9952,0.049,152.0,0.12,5.2,6,Mediana
9.9,0.9945,0.034,156.0,0.29,4.7,6,Mediana
9.9,0.9945,0.034,158.0,0.3,4.8,6,Mediana
12.8,0.9903,0.025,102.0,0.36,1.8,6,Mediana
10.3,0.9932,0.031,122.0,0.15,1.5,6,Mediana
10.6,0.9953,0.051,157.0,0.18,5.2,6,Mediana
12.6,0.9912,0.038,152.0,0.21,1.8,7,Buena
11.0,0.9962,0.057,156.0,0.3,7.6,7,Buena
11.2,0.9965,0.056,164.0,0.42,8.2,7,Buena
10.7,0.9932,0.032,148.0,0.24,1.3,7,Buena
9.6,0.9967,0.036,182.0,0.23,10.0,6,Mediana
10.6,0.9953,0.051,157.0,0.18,5.2,6,Mediana
9.0,0.9963,0.045,115.0,0.43,6.4,4,Baja
10.5,0.992,0.036,56.0,0.35,1.0,4,Baja
12.2,0.99,0.027,126.0,0.34,1.5,7,Buena
10.1,0.9938,0.044,117.0,0.19,3.5,6,Mediana
9.2,0.9996,0.046,158.0,0.18,18.05,5,Mediana
9.9,0.9946,0.055,110.0,0.19,1.8,5,Mediana
9.7,0.9974,0.055,188.0,0.3,8.2,6,Mediana
9.7,0.9974,0.055,188.0,0.3,8.2,6,Mediana
10.3,0.9957,0.063,168.0,0.22,7.0,6,Mediana
10.3,0.9931,0.045,116.0,0.26,3.1,5,Mediana
10.5,0.9947,0.048,108.0,0.17,8.8,4,Baja
9.8,0.9931,0.05,74.0,0.27,1.4,6,Mediana
9.0,0.9989,0.062,191.0,0.31,13.4,4,Baja
11.9,0.9934,0.039,108.0,0.24,7.4,7,Buena
10.4,0.9945,0.042,161.0,0.12,6.4,6,Mediana
10.5,0.9953,0.043,63.0,0.16,7.3,6,Mediana
9.4,0.9938,0.047,136.0,0.29,3.8,6,Mediana
9.2,0.9956,0.046,206.0,0.27,7.3,6,Mediana
9.2,0.9956,0.046,206.0,0.27,7.3,6,Mediana
9.4,0.9938,0.047,136.0,0.29,3.8,6,Mediana
10.7,0.996,0.046,223.0,0.34,8.0,6,Mediana
12.7,0.9906,0.034,77.0,0.39,4.7,5,Mediana
13.5,0.98815,0.034,53.0,0.41,1.9,7,Buena
12.5,0.9906,0.031,109.0,0.32,1.7,6,Mediana
9.5,0.9935,0.04,118.0,0.19,4.9,7,Buena
10.0,0.9968,0.048,212.0,0.2,11.8,7,Buena
12.5,0.9906,0.031,109.0,0.32,1.7,6,Mediana
10.1,0.9941,0.04,100.0,0.26,5.2,6,Mediana
11.3,0.9919,0.027,87.0,0.26,3.2,7,Buena
10.6,0.9928,0.035,120.0,0.14,1.5,7,Buena
10.8,0.9958,0.035,131.0,0.29,11.7,5,Mediana
10.7,0.9932,0.047,140.0,0.19,1.6,6,Mediana
9.0,0.9957,0.045,206.0,0.34,7.3,6,Mediana
9.2,0.9937,0.065,143.0,0.2,1.6,6,Mediana
8.5,0.9982,0.045,243.0,0.37,13.3,6,Mediana
11.3,0.9919,0.027,87.0,0.26,3.2,7,Buena
8.7,0.9957,0.045,169.0,0.44,7.7,6,Mediana
9.4,0.9954,0.053,118.0,0.14,5.9,6,Mediana
9.7,0.9954,0.037,161.0,0.26,6.4,6,Mediana
11.5,0.9928,0.057,108.0,0.2,3.5,6,Mediana
9.6,0.9951,0.047,98.0,0.15,7.7,6,Mediana
11.4,0.993,0.053,121.0,0.25,1.8,5,Mediana
11.5,0.9928,0.057,108.0,0.2,3.5,6,Mediana
11.0,0.9938,0.037,110.0,0.19,6.7,7,Buena
9.2,1.0001,0.048,228.0,0.25,16.8,6,Mediana
9.7,0.9934,0.042,160.0,0.12,1.2,6,Mediana
10.5,0.993,0.042,105.0,0.22,3.8,5,Mediana
10.1,0.9948,0.054,151.0,0.22,7.5,6,Mediana
9.1,0.9998,0.058,134.0,0.19,15.55,7,Buena
10.2,0.9971,0.049,144.0,0.3,12.3,7,Buena
9.1,0.9998,0.058,134.0,0.19,15.55,7,Buena
10.5,0.9962,0.048,149.0,0.24,9.4,7,Buena
10.1,0.9948,0.054,151.0,0.22,7.5,6,Mediana
12.1,0.99,0.036,99.0,0.21,1.2,7,Buena
10.2,0.9942,0.045,100.0,0.3,1.6,5,Mediana
12.8,0.9912,0.044,131.0,0.31,3.95,7,Buena
10.9,0.9928,0.044,118.0,0.29,1.0,4,Baja
9.0,0.9956,0.052,184.0,0.46,7.4,5,Mediana
10.2,0.9936,0.046,142.0,0.28,1.3,5,Mediana
9.2,0.9929,0.048,98.0,0.15,1.1,5,Mediana
11.3,0.9966,0.06,162.0,0.4,7.8,6,Mediana
8.8,0.9964,0.05,220.0,0.31,7.7,5,Mediana
9.3,0.996,0.049,217.0,0.325,7.7,5,Mediana
9.4,0.9959,0.049,217.0,0.27,7.8,6,Mediana
10.3,0.9954,0.047,191.0,0.26,8.3,6,Mediana
10.8,0.9914,0.047,114.0,0.21,1.4,7,Buena
9.0,1.0004,0.059,177.0,0.28,15.4,4,Baja
10.8,0.9938,0.04,84.0,0.445,1.0,5,Mediana
11.8,0.9927,0.055,128.0,0.39,5.9,6,Mediana
10.5,0.9922,0.033,72.0,0.18,1.2,7,Buena
9.9,0.9924,0.036,124.0,0.31,1.2,6,Mediana
9.8,0.9963,0.046,160.0,0.24,6.7,6,Mediana
11.4,0.9936,0.028,87.0,0.35,6.5,7,Buena
8.9,0.9961,0.047,224.0,0.27,8.8,5,Mediana
11.4,0.9936,0.028,87.0,0.35,6.5,7,Buena
11.1,0.992,0.032,156.0,0.23,1.8,6,Mediana
10.4,0.9944,0.045,170.0,0.3,6.6,6,Mediana
10.1,0.9944,0.034,117.0,0.35,5.7,5,Mediana
9.0,1.0008,0.054,197.0,0.32,18.35,5,Mediana
9.0,0.9986,0.055,205.0,0.25,14.4,7,Buena
9.0,0.9986,0.055,205.0,0.25,14.4,7,Buena
9.1,1.0,0.049,195.0,0.26,17.85,7,Buena
9.0,0.9986,0.055,205.0,0.25,14.4,7,Buena
10.0,0.9982,0.047,147.0,0.26,9.4,5,Mediana
9.1,1.0,0.049,195.0,0.26,17.85,7,Buena
11.4,0.9915,0.034,123.0,0.16,1.3,6,Mediana
9.0,0.9986,0.055,205.0,0.25,14.4,7,Buena
11.8,0.9927,0.04,213.0,0.24,4.2,6,Mediana
10.2,0.9955,0.048,198.0,0.265,8.6,5,Mediana
9.2,0.9952,0.06,150.0,0.12,1.4,6,Mediana
11.0,0.9928,0.036,132.0,0.21,3.0,6,Mediana
10.0,0.9982,0.041,190.0,0.32,14.9,6,Mediana
12.2,0.9914,0.038,190.0,0.18,2.0,6,Mediana
11.8,0.9927,0.04,213.0,0.24,4.2,6,Mediana
11.6,0.9918,0.043,175.0,0.26,2.2,6,Mediana
10.2,0.9944,0.043,121.0,0.26,1.8,6,Mediana
10.3,0.9969,0.033,208.0,0.29,11.1,5,Mediana
8.6,0.9955,0.046,114.0,0.27,4.2,4,Baja
9.6,0.9954,0.058,151.0,0.33,6.4,5,Mediana
9.6,0.9955,0.057,148.0,0.31,6.4,5,Mediana
11.3,0.9921,0.035,127.0,0.25,1.5,6,Mediana
9.9,0.9934,0.038,157.0,0.24,1.5,6,Mediana
9.6,0.9998,0.056,179.0,0.26,16.95,5,Mediana
9.8,0.9984,0.055,180.0,0.22,13.6,5,Mediana
10.5,0.9924,0.032,67.0,0.31,1.6,5,Mediana
10.8,0.9939,0.037,120.0,0.2,6.1,5,Mediana
10.0,0.995,0.061,178.0,0.18,3.0,6,Mediana
10.1,0.9957,0.059,136.0,0.34,6.2,6,Mediana
10.8,0.9939,0.046,108.0,0.21,6.0,6,Mediana
9.9,0.9921,0.044,142.0,0.27,1.5,6,Mediana
9.4,0.9933,0.043,69.0,0.23,1.8,6,Mediana
10.8,0.9941,0.044,180.0,0.2,2.6,7,Buena
10.9,0.995,0.052,190.0,0.15,2.7,7,Buena
10.5,0.9945,0.056,122.0,0.13,5.0,6,Mediana
9.3,0.9952,0.064,152.0,0.17,4.6,6,Mediana
11.8,0.9924,0.034,97.0,0.3,6.4,6,Mediana
10.0,0.9986,0.045,212.0,0.445,14.5,6,Mediana
11.4,0.9939,0.036,138.0,0.22,6.7,6,Mediana
9.5,0.9988,0.055,198.0,0.34,13.8,6,Mediana
11.1,0.9914,0.041,123.0,0.3,1.1,6,Mediana
9.6,0.9978,0.057,185.0,0.16,9.6,6,Mediana
12.0,0.9928,0.042,178.0,0.32,4.6,6,Mediana
8.7,0.9948,0.052,104.0,0.22,3.1,5,Mediana
9.6,0.9978,0.057,185.0,0.16,9.6,6,Mediana
10.0,0.9946,0.054,101.0,0.15,1.8,5,Mediana
11.4,0.9908,0.032,55.0,0.29,1.05,4,Baja
9.6,0.9954,0.061,150.0,0.37,6.5,6,Mediana
12.9,0.9906,0.038,152.0,0.38,2.0,6,Mediana
9.7,0.99705,0.039,142.0,0.25,14.9,6,Mediana
9.3,0.9982,0.042,169.0,0.3,10.0,6,Mediana
8.6,0.9977,0.053,238.0,0.34,12.0,5,Mediana
9.9,0.994,0.05,87.0,0.22,4.8,5,Mediana
9.3,0.9982,0.042,169.0,0.3,10.0,6,Mediana
10.9,0.9929,0.044,102.0,0.27,1.2,5,Mediana
10.2,0.9924,0.056,135.0,0.17,1.5,6,Mediana
9.7,0.9966,0.045,174.0,0.18,10.4,6,Mediana
11.4,0.9921,0.046,153.0,0.16,2.5,7,Buena
9.5,0.9967,0.045,197.0,0.255,12.3,6,Mediana
10.2,0.9934,0.049,141.0,0.23,1.4,7,Buena
11.1,0.9914,0.042,93.0,0.16,2.2,6,Mediana
9.7,0.99705,0.039,142.0,0.25,14.9,6,Mediana
9.3,0.9961,0.053,202.0,0.27,8.0,5,Mediana
8.8,0.9967,0.056,215.0,0.29,8.6,5,Mediana
10.2,0.99435,0.042,181.0,0.28,5.4,6,Mediana
10.2,0.9948,0.044,124.0,0.3,5.7,6,Mediana
11.0,0.9916,0.037,98.0,0.17,1.5,7,Buena
9.6,0.997,0.037,112.0,0.21,10.9,6,Mediana
9.3,0.9961,0.053,202.0,0.27,8.0,5,Mediana
8.8,0.9967,0.056,215.0,0.29,8.6,5,Mediana
8.8,0.9961,0.054,209.0,0.32,7.7,5,Mediana
8.9,0.9955,0.051,179.0,0.32,1.7,5,Mediana
12.2,0.9918,0.046,102.0,0.43,4.5,7,Buena
10.9,0.9955,0.059,181.0,0.39,9.9,6,Mediana
9.5,0.9941,0.041,141.0,0.18,1.4,6,Mediana
10.9,0.9955,0.059,178.0,0.4,9.5,6,Mediana
10.9,0.9955,0.059,181.0,0.39,9.9,6,Mediana
10.8,0.9924,0.054,99.0,0.19,3.0,6,Mediana
9.8,0.999,0.069,163.0,0.25,14.0,5,Mediana
9.5,0.9941,0.041,141.0,0.18,1.4,6,Mediana
9.8,0.9953,0.052,150.0,0.17,5.4,5,Mediana
10.5,0.9945,0.051,200.0,0.32,1.8,4,Baja
11.4,0.9945,0.034,142.0,0.21,9.25,6,Mediana
10.1,0.9957,0.067,100.0,0.45,1.5,6,Mediana
11.6,0.9932,0.038,127.0,0.24,6.8,7,Buena
11.4,0.9945,0.034,142.0,0.21,9.25,6,Mediana
